,Budget_Year-Month,Finance_Minister,Sentance,Polarity,sentiment,Sector,Topic
251,2010-2011 Month-02,Pranab Mukherjee,take step set coal regulatori author creat level play field the coal,0.34,Positive,Others,servic
252,2010-2011 Month-02,Pranab Mukherjee,this would facilit resolut issu like econom price coal and benchmark standard perform,0.3612,Positive,Others,increa
254,2010-2011 Month-02,Pranab Mukherjee,the jawaharl nehru solar mission envisag establish global leader solar energi,0.0,Neutral,Others,bank
255,2010-2011 Month-02,Pranab Mukherjee,ambiti target 20000 solar power the 2022 has been set under the mission,0.0,Neutral,Others,bank
256,2010-2011 Month-02,Pranab Mukherjee,increa the plan outlay for the ministri new and renew energi per from rs620 200910 rs1000 201011,0.0,Neutral,Others,servic
258,2010-2011 Month-02,Pranab Mukherjee,the ladakh region jammu and kashmir face extrem harsh climat and suffer from energi defici,-0.7506,Negative,Others,provid
259,2010-2011 Month-02,Pranab Mukherjee,address this problem set solar small hydro and micro power project cost about rs500,-0.4019,Negative,Others,fund
260,2010-2011 Month-02,Pranab Mukherjee,environ and climat chang,0.0,Neutral,Others,fund
261,2010-2011 Month-02,Pranab Mukherjee,amelior the negat environ consequ and increa pollut level associ with industriali and urbani take number proactiv step the 201011,0.0772,Positive,Others,fund
262,2010-2011 Month-02,Pranab Mukherjee,clean energi fund ncef,0.4019,Positive,Others,develop
263,2010-2011 Month-02,Pranab Mukherjee,there are mani area the countri where pollut level have reach alarm proport,-0.3182,Negative,Others,hous
264,2010-2011 Month-02,Pranab Mukherjee,while must ensur that the principl pollut pay remain the basic guid criteria for pollut manag must also give posit thrust develop clean energi,0.3182,Positive,Others,develop
265,2010-2011 Month-02,Pranab Mukherjee,establish clean energi fund for fund research and innov project clean energi technolog,0.6597,Positive,Others,develop
266,2010-2011 Month-02,Pranab Mukherjee,shall outlin the mode fund for this initi part speech,0.0,Neutral,Others,scheme
267,2010-2011 Month-02,Pranab Mukherjee,effluent treatment plant tirupur,0.0,Neutral,Others,provid
268,2010-2011 Month-02,Pranab Mukherjee,the textil cluster for knitwear tirupur tamil nadu major contributor the countri hosieri export,0.0,Neutral,Others,develop
269,2010-2011 Month-02,Pranab Mukherjee,provid onetim grant rs200 the tamil nadu toward the cost instal zero liquid discharg system tirupur sustain this industri which provid livelihood person without undermin the environ,0.5106,Positive,Others,provid
270,2010-2011 Month-02,Pranab Mukherjee,special golden jubil packag for goa,0.4019,Positive,Others,hous
271,2010-2011 Month-02,Pranab Mukherjee,provid rs200 special golden jubil packag for goa preserv the natur resourc the state restor goa beach which are prone ero and increa green cover through sustain forestri,0.4019,Positive,Others,increa
272,2010-2011 Month-02,Pranab Mukherjee,ganga river basin author ngrba,0.0,Neutral,Others,increa
273,2010-2011 Month-02,Pranab Mukherjee,the mission clean ganga 2020 under the ganga river basin author ngrba with the object that untreat municip sewag industri effluent will discharg into the river has alreadi been initi,0.4019,Positive,Others,fund
274,2010-2011 Month-02,Pranab Mukherjee,doubl the alloc for ngrba 201011 rs500,0.0,Neutral,Others,fund
276,2010-2011 Month-02,Pranab Mukherjee,happi inform the honour member that scheme bank protect work along river bhagirathi and river gangapadma part murshidabad and nadia district west bengal have been includ the central sponsor flood manag programm,0.743,Positive,Others,hous
277,2010-2011 Month-02,Pranab Mukherjee,also provid budgetari support for drainag scheme kaliaghaikapaleswari baghai basin the district purba and paschim midnapor and master plan kandi subdivi murshidabad west bengal,0.4019,Positive,Agriculture,develop
279,2010-2011 Month-02,Pranab Mukherjee,recogni the need for develop altern port facil west bengal develop project sagar island,0.0,Neutral,Others,hous
280,2010-2011 Month-02,Pranab Mukherjee,necessari fund will provid due cour,0.0,Neutral,Others,hous
281,2010-2011 Month-02,Pranab Mukherjee,inclus develop,0.0,Neutral,Others,scheme
282,2010-2011 Month-02,Pranab Mukherjee,for the upa inclus develop act faith,0.4215,Positive,Others,scheme
283,2010-2011 Month-02,Pranab Mukherjee,the last five our has creat entitl back legal guarant for individu right inform and her right work,0.128,Positive,Others,provid
284,2010-2011 Month-02,Pranab Mukherjee,this has been followedup with the enact the right educ 200910,0.0,Neutral,Others,scheme
285,2010-2011 Month-02,Pranab Mukherjee,the next step are now readi with the draft food secur bill which will place the public domain veri soon,0.0,Neutral,Others,provid
286,2010-2011 Month-02,Pranab Mukherjee,fulfil these commit the spend social has been gradual increa rs137674 which now stand per the total plan outlay 201011,0.296,Positive,Others,increa
287,2010-2011 Month-02,Pranab Mukherjee,anoth per the plan alloc are devot the develop rural infrastructur,0.0,Neutral,Others,provid
288,2010-2011 Month-02,Pranab Mukherjee,with growth and the opportun that generat hope further strengthen the process inclus develop,0.7783,Positive,Agriculture,agricultur
289,2010-2011 Month-02,Pranab Mukherjee,educ,0.0,Neutral,Others,growth
290,2010-2011 Month-02,Pranab Mukherjee,the right children free and compulsori educ act 2009 creat framework for legal entitl for all children the age group educ good qualiti base principl equiti and nondiscrimin,0.7717,Positive,Agriculture,provid
291,2010-2011 Month-02,Pranab Mukherjee,recent sarva shiksha abhiyan ssa has made signif contribut improv enrol and infrastructur for elementari educ,0.0,Neutral,Others,growth
292,2010-2011 Month-02,Pranab Mukherjee,about per habit are now cover primari school,0.0,Neutral,Others,provid
293,2010-2011 Month-02,Pranab Mukherjee,increa the plan alloc for school educ from rs26800 200910 rs31036 201011,0.0,Neutral,Others,provid
294,2010-2011 Month-02,Pranab Mukherjee,addit state will have access rs3675 for elementari educ under the thirteenth commiss grant for 201011,0.3612,Positive,Others,bank
295,2010-2011 Month-02,Pranab Mukherjee,health,0.0,Neutral,Others,provid
296,2010-2011 Month-02,Pranab Mukherjee,annual health survey prepar the district health profil all district shall conduct 201011,0.0,Neutral,Others,agricultur
297,2010-2011 Month-02,Pranab Mukherjee,the find the survey should immen benefit major public health initi particular the rural health mission which has success address the gap the deliveri critic health servic rural area,0.6808,Positive,Others,bank
299,2010-2011 Month-02,Pranab Mukherjee,increa the plan alloc for the ministri health and famili welfar from rs19534 rs22300 for 201011,0.0,Neutral,Others,fund
300,2010-2011 Month-02,Pranab Mukherjee,inclus,0.0,Neutral,Others,fund
301,2010-2011 Month-02,Pranab Mukherjee,reach the benefit bank servic the aam aadmi the reserv bank had set high level committ the lead bank scheme,0.4767,Positive,Others,provid
302,2010-2011 Month-02,Pranab Mukherjee,after care assess the recommend this committ and further consult with the rbi has been decid provid appropri bank facil habit have popul excess 2000 march 2012,0.6908,Positive,Others,fund
303,2010-2011 Month-02,Pranab Mukherjee,also extend insur and other servic the target beneficiari,0.1779,Positive,Others,provid
304,2010-2011 Month-02,Pranab Mukherjee,these servic will provid use the busi correspond and other model with appropri technolog back,0.0,Neutral,Others,scheme
305,2010-2011 Month-02,Pranab Mukherjee,this arrang cover 60000 habit,0.0,Neutral,Others,scheme
306,2010-2011 Month-02,Pranab Mukherjee,inclus fund fif and the inclus technolog fund,0.0,Neutral,Others,scheme
307,2010-2011 Month-02,Pranab Mukherjee,200708 the had set inclus fund and inclus technolog fund nabard reach bank servic the unbank area,0.0258,Neutral,Others,provid
308,2010-2011 Month-02,Pranab Mukherjee,give momentum the pace inclus augment rs100 for each these fund which shall contribut rbi and nabard,0.0,Neutral,Others,scheme
309,2010-2011 Month-02,Pranab Mukherjee,rural develop,0.0,Neutral,Others,provid
310,2010-2011 Month-02,Pranab Mukherjee,the word mahatma gandhi just the univ contain the self contain the villag,0.0,Neutral,Others,scheme
311,2010-2011 Month-02,Pranab Mukherjee,for upa develop rural infrastructur remain high prioriti area,0.0,Neutral,Others,fund
312,2010-2011 Month-02,Pranab Mukherjee,for the 201011 provid rs66100 for rural develop,0.0,Neutral,Others,scheme
314,2010-2011 Month-02,Pranab Mukherjee,mahatma gandhi rural employ guarant scheme has complet four implement dure which has been extend all district cover more than household,0.1779,Positive,Others,develop
315,2010-2011 Month-02,Pranab Mukherjee,the alloc for nrega has been step rs40100 201011,0.0,Neutral,Others,develop
316,2010-2011 Month-02,Pranab Mukherjee,bharat nirman has made substanti contribut the upgrad rural infrastructur through various programm,0.0,Neutral,Others,develop
317,2010-2011 Month-02,Pranab Mukherjee,for the 201011 alloc amount rs48000 for these programm,0.0,Neutral,Others,growth
319,2010-2011 Month-02,Pranab Mukherjee,indira awa yojana popular rural hous scheme for weaker section,-0.0258,Neutral,Others,develop
320,2010-2011 Month-02,Pranab Mukherjee,take note the increa the cost construct rai the unit cost under this scheme rs45000 the plain area and rs48500 the hilli area,0.0,Neutral,Others,provid
321,2010-2011 Month-02,Pranab Mukherjee,for the 201011 the alloc for this scheme increa rs10000,0.0,Neutral,Others,set
323,2010-2011 Month-02,Pranab Mukherjee,part the strategi bridg the infrastructur gap backward district the countri the backward region grant fund has prove effect instrument,0.3612,Positive,Others,develop
324,2010-2011 Month-02,Pranab Mukherjee,enhanc the alloc this fund per from rs5800 200910 rs7300 201011,0.0,Neutral,Others,provid
325,2010-2011 Month-02,Pranab Mukherjee,have also provid addit central assist rs1200 for drought mitig the bundelkhand region the,0.0,Neutral,Others,set
326,2010-2011 Month-02,Pranab Mukherjee,urban develop and hous,0.0,Neutral,Others,scheme
327,2010-2011 Month-02,Pranab Mukherjee,swarna jayanti shahari rozgar yojana design provid employ opportun urban area has been strengthen with focus communiti particip skill develop and self employ support structur,0.6124,Positive,Others,provid
328,2010-2011 Month-02,Pranab Mukherjee,for the 201011 increa the alloc for urban develop more than per from rs3060 rs5400,0.0,Neutral,Others,provid
329,2010-2011 Month-02,Pranab Mukherjee,addit the alloc for hous and urban poverti allevi also rai from rs850 rs1000 201011,0.0,Neutral,Others,agricultur
331,2010-2011 Month-02,Pranab Mukherjee,while present the union for the 200910 had announc scheme one per interest subvent hous loan rs10 where the cost the hous doe not exceed rs20,0.4588,Positive,Others,provid
332,2010-2011 Month-02,Pranab Mukherjee,extend this scheme march 2011,0.1779,Positive,Others,increa
333,2010-2011 Month-02,Pranab Mukherjee,accord provid rs700 for this scheme for the 201011,0.0,Neutral,Others,provid
335,2010-2011 Month-02,Pranab Mukherjee,the rajiv awa yojana ray for slum dweller and urban poor was announc last extend support state that are will provid properti right slum dweller,0.2263,Positive,Others,provid
336,2010-2011 Month-02,Pranab Mukherjee,this scheme now readi take off,0.0,Neutral,Others,set
337,2010-2011 Month-02,Pranab Mukherjee,alloc rs1270 for 201011 compar rs150 last,0.0,Neutral,Others,provid
338,2010-2011 Month-02,Pranab Mukherjee,this mark increa over 700 per,0.0,Neutral,Others,increa
339,2010-2011 Month-02,Pranab Mukherjee,the effort the implement ray would encourag the state creat slum free the earliest,0.5106,Positive,Others,provid
340,2010-2011 Month-02,Pranab Mukherjee,micro small medium enterpri,0.0,Neutral,Others,bank
341,2010-2011 Month-02,Pranab Mukherjee,micro small and medium enterpri msmes contribut per the countri gdp per the manufactur output and per our export,0.0,Neutral,Others,set
342,2010-2011 Month-02,Pranab Mukherjee,they provid employ about person through enterpri,0.0,Neutral,Others,bank
343,2010-2011 Month-02,Pranab Mukherjee,resolv number issu which affect the growth this prime minist constitut highlevel task forc which held detail discuss with all stake holder and drew agenda for action,0.4404,Positive,Agriculture,provid
